employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
Hobby Lobby,"Feb 12, 2020",18,Non-WARN,,,1 - Workforce Investment Area I,,2037,https://www.kansasworks.com/search/warn_lookups/2037
Concentrix,"Feb 27, 2020",341,WARN,,,4 - Workforce Investment Area IV,,2038,https://www.kansasworks.com/search/warn_lookups/2038
Accurus (ZTM) Aerospace,"Jan 30, 2020",53,Non-WARN,,,4 - Workforce Investment Area IV,,2040,https://www.kansasworks.com/search/warn_lookups/2040
Center Industries,"Jan 22, 2020",55,Non-WARN,,,4 - Workforce Investment Area IV,,2041,https://www.kansasworks.com/search/warn_lookups/2041
CNH American,"Jan 23, 2020",348,Non-WARN,,,4 - Workforce Investment Area IV,,2042,https://www.kansasworks.com/search/warn_lookups/2042
Sumner Community Hospital,"Mar 12, 2020",91,Non-WARN,,,4 - Workforce Investment Area IV,,2043,https://www.kansasworks.com/search/warn_lookups/2043
Sumner Community Hospital,"Mar 12, 2020",85,WARN,,,4 - Workforce Investment Area IV,,2044,https://www.kansasworks.com/search/warn_lookups/2044
the Marriott Kansas City,"Mar 27, 2020",50,WARN,,,3 - Workforce Investment Area III,,2045,https://www.kansasworks.com/search/warn_lookups/2045
"Ahern Rentals, Inc","Mar 28, 2020",12,WARN,,,2 - Workforce Investment Area II,,2046,https://www.kansasworks.com/search/warn_lookups/2046
Jones Lang LaSalle,"Mar 31, 2020",88,WARN,,,3 - Workforce Investment Area III,,2047,https://www.kansasworks.com/search/warn_lookups/2047
RA Sushi,"Apr 02, 2020",56,WARN,,,3 - Workforce Investment Area III,,2048,https://www.kansasworks.com/search/warn_lookups/2048
Paper Source,"Mar 27, 2020",11,WARN,,,3 - Workforce Investment Area III,,2049,https://www.kansasworks.com/search/warn_lookups/2049
Detroit Diesel Remanufacturing LLC,"Mar 30, 2020",27,WARN,,,5 - Workforce Investment Area V,,2052,https://www.kansasworks.com/search/warn_lookups/2052
"Mid-Kansas Investment, Inc","Mar 23, 2020",55,WARN,,,1 - Workforce Investment Area I,,2053,https://www.kansasworks.com/search/warn_lookups/2053
Jim's Formal Wear,"Mar 31, 2020",49,WARN,,,1 - Workforce Investment Area I,,2054,https://www.kansasworks.com/search/warn_lookups/2054
"Midwest Automotive, Inc. dba Midwest Kia","Mar 24, 2020",27,WARN,,,4 - Workforce Investment Area IV,,2055,https://www.kansasworks.com/search/warn_lookups/2055
"Rusty Eck Ford, Inc.","Mar 24, 2020",42,WARN,,,4 - Workforce Investment Area IV,,2056,https://www.kansasworks.com/search/warn_lookups/2056
Greater Wichita YMCA,"Mar 20, 2020",1381,WARN,,,4 - Workforce Investment Area IV,,2057,https://www.kansasworks.com/search/warn_lookups/2057
Midwest KIA,"Mar 24, 2020",25,WARN,,,4 - Workforce Investment Area IV,,2058,https://www.kansasworks.com/search/warn_lookups/2058
Rusty Eck Ford,"Mar 24, 2020",45,WARN,,,4 - Workforce Investment Area IV,,2059,https://www.kansasworks.com/search/warn_lookups/2059
YMCA,"Mar 20, 2020",1381,WARN,,,4 - Workforce Investment Area IV,,2060,https://www.kansasworks.com/search/warn_lookups/2060
Cinemark USA Inc.,"Mar 26, 2020",88,WARN,,,3 - Workforce Investment Area III,,2061,https://www.kansasworks.com/search/warn_lookups/2061
Full Vision,"Apr 06, 2020",10,Non-WARN,,,1 - Workforce Investment Area I,,2062,https://www.kansasworks.com/search/warn_lookups/2062
Siemens,"Apr 06, 2020",200,Non-WARN,,,1 - Workforce Investment Area I,,2063,https://www.kansasworks.com/search/warn_lookups/2063
Great Bend Industries,"Apr 05, 2020",15,Non-WARN,,,1 - Workforce Investment Area I,,2064,https://www.kansasworks.com/search/warn_lookups/2064
Central Plastics,"Apr 01, 2020",10,Non-WARN,,,1 - Workforce Investment Area I,,2065,https://www.kansasworks.com/search/warn_lookups/2065
Lowen Corp,"Mar 18, 2020",25,Non-WARN,,,1 - Workforce Investment Area I,,2066,https://www.kansasworks.com/search/warn_lookups/2066
"Leonard's Metal, Inc. dba LMI Aerospace","Apr 10, 2020",124,WARN,,,5 - Workforce Investment Area V,,2067,https://www.kansasworks.com/search/warn_lookups/2067
"Valent Aerostructures LLC, dba LMI Aerospace","Apr 10, 2020",142,WARN,,,4 - Workforce Investment Area IV,,2068,https://www.kansasworks.com/search/warn_lookups/2068
"Leonard's Metal, Inc., dba LMI Aerospace","Apr 10, 2020",118,WARN,,,5 - Workforce Investment Area V,,2069,https://www.kansasworks.com/search/warn_lookups/2069
"Pinnacle Heathcare System, Inc.","Apr 10, 2020",105,WARN,,,3 - Workforce Investment Area III,,2070,https://www.kansasworks.com/search/warn_lookups/2070
Brinks Home Security,"Apr 14, 2020",45,WARN,,,2 - Workforce Investment Area II,,2071,https://www.kansasworks.com/search/warn_lookups/2071
"Airxcel, Inc - RV Products","Apr 13, 2020",203,WARN,,,4 - Workforce Investment Area IV,,2072,https://www.kansasworks.com/search/warn_lookups/2072
Glik's,"Apr 22, 2020",5,Non-WARN,,,5 - Workforce Investment Area V,,2073,https://www.kansasworks.com/search/warn_lookups/2073
Visionworks,"Apr 23, 2020",25,WARN,,,3 - Workforce Investment Area III,,2074,https://www.kansasworks.com/search/warn_lookups/2074
Visionworks,"Apr 23, 2020",25,WARN,,,3 - Workforce Investment Area III,,2075,https://www.kansasworks.com/search/warn_lookups/2075
"OS Restaurant Services, LLC","Apr 27, 2020",422,WARN,,,4 - Workforce Investment Area IV,,2076,https://www.kansasworks.com/search/warn_lookups/2076
Enterprise Holdings,"Apr 29, 2020",9,WARN,,,3 - Workforce Investment Area III,,2077,https://www.kansasworks.com/search/warn_lookups/2077
Regal Cinemas,"Apr 29, 2020",58,WARN,,,4 - Workforce Investment Area IV,,2078,https://www.kansasworks.com/search/warn_lookups/2078
Regal Cinemas,"Apr 29, 2020",47,WARN,,,4 - Workforce Investment Area IV,,2079,https://www.kansasworks.com/search/warn_lookups/2079
Black Bear Diner,"Apr 09, 2020",58,WARN,,,3 - Workforce Investment Area III,,2080,https://www.kansasworks.com/search/warn_lookups/2080
"Spirit AeroSystems, Inc","May 01, 2020",1450,WARN,,,4 - Workforce Investment Area IV,,2081,https://www.kansasworks.com/search/warn_lookups/2081
Topeka Capital Plaza,"Apr 29, 2020",93,WARN,,,2 - Workforce Investment Area II,,2082,https://www.kansasworks.com/search/warn_lookups/2082
"Kauffman Engineering, Inc.","Apr 27, 2020",90,WARN,,,2 - Workforce Investment Area II,,2083,https://www.kansasworks.com/search/warn_lookups/2083
Enterprise Holdings,"May 05, 2020",74,WARN,,,4 - Workforce Investment Area IV,,2084,https://www.kansasworks.com/search/warn_lookups/2084
DB Schenker Inc,"May 12, 2020",126,WARN,,,4 - Workforce Investment Area IV,,2085,https://www.kansasworks.com/search/warn_lookups/2085
Exide Technoloies,"May 22, 2020",765,WARN,,,1 - Workforce Investment Area I,,2086,https://www.kansasworks.com/search/warn_lookups/2086
Exide Technologies,"May 21, 2020",223,WARN,,,3 - Workforce Investment Area III,,2087,https://www.kansasworks.com/search/warn_lookups/2087
"HeiTech Services, Inc.","May 20, 2020",214,Non-WARN,,,3 - Workforce Investment Area III,,2088,https://www.kansasworks.com/search/warn_lookups/2088
TECT Aerospace,"Aug 12, 2020",59,Non-WARN,,,4 - Workforce Investment Area IV,,2112,https://www.kansasworks.com/search/warn_lookups/2112
"Kansas Star Casino, Hotel and Event Center","May 22, 2020",178,WARN,,,4 - Workforce Investment Area IV,,2089,https://www.kansasworks.com/search/warn_lookups/2089
Sheraton Overland Park Hotel,"Jun 01, 2020",151,WARN,,,3 - Workforce Investment Area III,,2090,https://www.kansasworks.com/search/warn_lookups/2090
Cox Machine,"Apr 06, 2020",15,Non-WARN,,,4 - Workforce Investment Area IV,,2092,https://www.kansasworks.com/search/warn_lookups/2092
Vektek,"Jun 05, 2020",12,Non-WARN,,,5 - Workforce Investment Area V,,2093,https://www.kansasworks.com/search/warn_lookups/2093
Hollywood Casino,"Jun 12, 2020",218,WARN,,,3 - Workforce Investment Area III,,2094,https://www.kansasworks.com/search/warn_lookups/2094
Marriott International Customer Engagement Center,"Jun 11, 2020",482,WARN,,,4 - Workforce Investment Area IV,,2095,https://www.kansasworks.com/search/warn_lookups/2095
GKN Precision Machining,"Jun 12, 2020",41,Non-WARN,,,4 - Workforce Investment Area IV,,2096,https://www.kansasworks.com/search/warn_lookups/2096
T-Mobile,"Jun 17, 2020",241,WARN,,,3 - Workforce Investment Area III,,2097,https://www.kansasworks.com/search/warn_lookups/2097
"Textron Aviation, Inc","Jun 23, 2020",70,WARN,,,4 - Workforce Investment Area IV,,2098,https://www.kansasworks.com/search/warn_lookups/2098
Exacta Aerospace,"Jun 25, 2020",19,WARN,,,4 - Workforce Investment Area IV,,2099,https://www.kansasworks.com/search/warn_lookups/2099
T-Mobile,"Jul 01, 2020",270,WARN,,,3 - Workforce Investment Area III,,2100,https://www.kansasworks.com/search/warn_lookups/2100
Compass Group (Canteen /Company Kitchen),"Jul 07, 2020",10,WARN,,,3 - Workforce Investment Area III,,2101,https://www.kansasworks.com/search/warn_lookups/2101
Charles River,"Jun 23, 2020",95,WARN,,,3 - Workforce Investment Area III,,2102,https://www.kansasworks.com/search/warn_lookups/2102
Cerner,"Jun 23, 2020",4,WARN,,,3 - Workforce Investment Area III,,2103,https://www.kansasworks.com/search/warn_lookups/2103
Hollywood Casino,"Jul 02, 2020",84,WARN,,,3 - Workforce Investment Area III,,2104,https://www.kansasworks.com/search/warn_lookups/2104
Textron Aviation Inc.,"Jul 14, 2020",800,WARN,,,4 - Workforce Investment Area IV,,2105,https://www.kansasworks.com/search/warn_lookups/2105
Exacta,"Jul 24, 2020",6,WARN,,,4 - Workforce Investment Area IV,,2106,https://www.kansasworks.com/search/warn_lookups/2106
General Electric Aviation,"May 30, 2020",130,Non-WARN,Arkansas City,67005,4 - Workforce Investment Area IV,"Strother Fld; Arkansas City, Kansas 67005",2107,https://www.kansasworks.com/search/warn_lookups/2107
General Electric Aviation,"Apr 06, 2020",420,Non-WARN,Arkansas City,67005,4 - Workforce Investment Area IV,"Strother Fld; Arkansas City, Kansas 67005",2108,https://www.kansasworks.com/search/warn_lookups/2108
"Spirit AeroSystems, Inc.","Jul 31, 2020",1100,WARN,,,4 - Workforce Investment Area IV,,2109,https://www.kansasworks.com/search/warn_lookups/2109
Mid Continent Controls,"Aug 07, 2020",9,Non-WARN,,,4 - Workforce Investment Area IV,,2110,https://www.kansasworks.com/search/warn_lookups/2110
TECT Aerospace,"Aug 12, 2020",20,Non-WARN,,,4 - Workforce Investment Area IV,,2111,https://www.kansasworks.com/search/warn_lookups/2111
TECT Aerospace,"Aug 12, 2020",6,Non-WARN,,,4 - Workforce Investment Area IV,,2113,https://www.kansasworks.com/search/warn_lookups/2113
TECT Aerospace,"Aug 12, 2020",21,Non-WARN,,,4 - Workforce Investment Area IV,,2114,https://www.kansasworks.com/search/warn_lookups/2114
NWI Wichita,"Aug 12, 2020",41,Non-WARN,,,4 - Workforce Investment Area IV,,2115,https://www.kansasworks.com/search/warn_lookups/2115
Signify,"Aug 13, 2020",159,WARN,,,1 - Workforce Investment Area I,,2116,https://www.kansasworks.com/search/warn_lookups/2116
Exacta Aerospace,"Aug 14, 2020",5,WARN,,,4 - Workforce Investment Area IV,,2117,https://www.kansasworks.com/search/warn_lookups/2117
Sheraton Overland Park at the Convention Center,"Aug 27, 2020",72,WARN,,,4 - Workforce Investment Area IV,,2118,https://www.kansasworks.com/search/warn_lookups/2118
T-Mobile,"Aug 31, 2020",74,WARN,,,3 - Workforce Investment Area III,,2119,https://www.kansasworks.com/search/warn_lookups/2119
Heroux Devtek,"Aug 27, 2020",3,Non-WARN,,,4 - Workforce Investment Area IV,,2120,https://www.kansasworks.com/search/warn_lookups/2120
NetApp,"Aug 31, 2020",60,Non-WARN,,,4 - Workforce Investment Area IV,,2121,https://www.kansasworks.com/search/warn_lookups/2121
Schwan's Home Delivery,"Sep 21, 2020",5,Non-WARN,,,1 - Workforce Investment Area I,,2122,https://www.kansasworks.com/search/warn_lookups/2122
Gordmans,"Jun 22, 2020",3,Non-WARN,,,1 - Workforce Investment Area I,,2123,https://www.kansasworks.com/search/warn_lookups/2123
Gordmans,"Jun 23, 2020",5,Non-WARN,,,1 - Workforce Investment Area I,,2124,https://www.kansasworks.com/search/warn_lookups/2124
JC Penny,"Jun 05, 2020",3,Non-WARN,,,1 - Workforce Investment Area I,,2125,https://www.kansasworks.com/search/warn_lookups/2125
JC Penny,"Jun 05, 2020",6,Non-WARN,,,1 - Workforce Investment Area I,,2126,https://www.kansasworks.com/search/warn_lookups/2126
H2O,"Sep 30, 2020",6,Non-WARN,,,1 - Workforce Investment Area I,,2127,https://www.kansasworks.com/search/warn_lookups/2127
Maximus KanCare Clearinghouse,"Oct 28, 2020",122,WARN,,,2 - Workforce Investment Area II,,2128,https://www.kansasworks.com/search/warn_lookups/2128
Spirit AeroSystems,"Oct 23, 2020",,Non-WARN,,,4 - Workforce Investment Area IV,,2129,https://www.kansasworks.com/search/warn_lookups/2129
316Hotel,"Nov 30, 2020",8,Non-WARN,,,4 - Workforce Investment Area IV,,2130,https://www.kansasworks.com/search/warn_lookups/2130
Signify,"Aug 13, 2020",156,WARN,Andover,01810,1 - Workforce Investment Area I,"200 Minuteman Road, Suite 205; Andover, Massachusetts 01810",2139,https://www.kansasworks.com/search/warn_lookups/2139
Wesley Rehabilitation Hospital,"Dec 21, 2020",162,WARN,Wichita,67212,4 - Workforce Investment Area IV,"8338 West 13th Street North; Wichita, Kansas 67212",2155,https://www.kansasworks.com/search/warn_lookups/2155
Beaty Brands,"Jan 04, 2019",44,WARN,,,3 - Workforce Investment Area III,,1930,https://www.kansasworks.com/search/warn_lookups/1930
Lee Brand,"Jan 14, 2019",93,WARN,,,3 - Workforce Investment Area III,,1931,https://www.kansasworks.com/search/warn_lookups/1931
Queen's Price Chopper,"Jan 07, 2019",71,Non-WARN,,,5 - Workforce Investment Area V,,1932,https://www.kansasworks.com/search/warn_lookups/1932
"XPO Logistics Worldwide, Inc.","Jan 24, 2019",136,WARN,,,3 - Workforce Investment Area III,,1933,https://www.kansasworks.com/search/warn_lookups/1933
ShopKo,"Jan 22, 2019",14,Non-WARN,,,1 - Workforce Investment Area I,,1935,https://www.kansasworks.com/search/warn_lookups/1935
ShopKo,"Jan 10, 2019",13,Non-WARN,,,1 - Workforce Investment Area I,,1936,https://www.kansasworks.com/search/warn_lookups/1936
ShopKo,"Jan 25, 2019",17,Non-WARN,,,5 - Workforce Investment Area V,,1937,https://www.kansasworks.com/search/warn_lookups/1937
Oswego Community Hospital,"Feb 13, 2019",62,Non-WARN,,,5 - Workforce Investment Area V,,1938,https://www.kansasworks.com/search/warn_lookups/1938
Oswego Community Clinic,"Feb 13, 2019",,Non-WARN,,,5 - Workforce Investment Area V,,1939,https://www.kansasworks.com/search/warn_lookups/1939
Chetopa Community Clinic,"Feb 13, 2019",2,Non-WARN,,,5 - Workforce Investment Area V,,1940,https://www.kansasworks.com/search/warn_lookups/1940
Billy Sims Barbecue,"Feb 13, 2019",2,Non-WARN,,,5 - Workforce Investment Area V,,1942,https://www.kansasworks.com/search/warn_lookups/1942
ShopKo,"Feb 04, 2019",12,Non-WARN,,,1 - Workforce Investment Area I,,1943,https://www.kansasworks.com/search/warn_lookups/1943
ShopKo,"Feb 08, 2019",,Non-WARN,,,1 - Workforce Investment Area I,,1944,https://www.kansasworks.com/search/warn_lookups/1944
Moon's Hometown Market,"Feb 20, 2019",3,Non-WARN,,,5 - Workforce Investment Area V,,1945,https://www.kansasworks.com/search/warn_lookups/1945
Moon's Hometown Market,"Feb 20, 2019",3,Non-WARN,,,5 - Workforce Investment Area V,,1946,https://www.kansasworks.com/search/warn_lookups/1946
Aaron's,"Feb 19, 2019",4,Non-WARN,,,5 - Workforce Investment Area V,,1947,https://www.kansasworks.com/search/warn_lookups/1947
"Payless ShoeSource, Inc.","Feb 19, 2019",211,WARN,,,2 - Workforce Investment Area II,,1948,https://www.kansasworks.com/search/warn_lookups/1948
McCormick Armstrong,"Feb 21, 2019",60,Non-WARN,,,4 - Workforce Investment Area IV,,1949,https://www.kansasworks.com/search/warn_lookups/1949
Trinity Steel & Pipe Inc.,"May 13, 2019",6,Non-WARN,,,5 - Workforce Investment Area V,,1977,https://www.kansasworks.com/search/warn_lookups/1977
ShopKo,"Feb 19, 2019",15,Non-WARN,,,1 - Workforce Investment Area I,,1950,https://www.kansasworks.com/search/warn_lookups/1950
ShopKo,"Feb 22, 2019",15,Non-WARN,,,1 - Workforce Investment Area I,,1951,https://www.kansasworks.com/search/warn_lookups/1951
Payless Shoes,"Feb 15, 2019",4,Non-WARN,,,1 - Workforce Investment Area I,,1952,https://www.kansasworks.com/search/warn_lookups/1952
Taylor Communications,"Feb 27, 2019",,WARN,,,4 - Workforce Investment Area IV,,1953,https://www.kansasworks.com/search/warn_lookups/1953
ShopKo,"Feb 19, 2019",15,Non-WARN,,,1 - Workforce Investment Area I,,1954,https://www.kansasworks.com/search/warn_lookups/1954
St. John's Military School,"Feb 06, 2019",77,Non-WARN,,,1 - Workforce Investment Area I,,1955,https://www.kansasworks.com/search/warn_lookups/1955
Payless Shoes,"Feb 15, 2019",4,Non-WARN,,,1 - Workforce Investment Area I,,1956,https://www.kansasworks.com/search/warn_lookups/1956
Payless Shoes,"Feb 15, 2019",6,Non-WARN,,,1 - Workforce Investment Area I,,1957,https://www.kansasworks.com/search/warn_lookups/1957
Walmart,"Mar 20, 2019",72,WARN,,,1 - Workforce Investment Area I,,1958,https://www.kansasworks.com/search/warn_lookups/1958
NWI Kansas City LLC,"Mar 19, 2019",92,WARN,,,3 - Workforce Investment Area III,,1959,https://www.kansasworks.com/search/warn_lookups/1959
ShopKo,"Jan 28, 2019",16,Non-WARN,,,1 - Workforce Investment Area I,,1960,https://www.kansasworks.com/search/warn_lookups/1960
Oswego Home Place Senior Living,"Mar 21, 2019",22,Non-WARN,,,5 - Workforce Investment Area V,,1961,https://www.kansasworks.com/search/warn_lookups/1961
NuWa Industries,"Mar 25, 2019",,Non-WARN,,,5 - Workforce Investment Area V,,1962,https://www.kansasworks.com/search/warn_lookups/1962
Payless Shoes,"Feb 15, 2019",2,Non-WARN,,,1 - Workforce Investment Area I,,1963,https://www.kansasworks.com/search/warn_lookups/1963
Concentrix CVG Corporation,"Mar 25, 2019",179,WARN,,,3 - Workforce Investment Area III,,1964,https://www.kansasworks.com/search/warn_lookups/1964
Sumner Regional Medical Center,"Jan 03, 2019",25,Non-WARN,,,4 - Workforce Investment Area IV,,1965,https://www.kansasworks.com/search/warn_lookups/1965
"Payless ShoeSource, Inc.","Feb 15, 2019",14,Non-WARN,,,4 - Workforce Investment Area IV,,1966,https://www.kansasworks.com/search/warn_lookups/1966
Cherry Orchard Furniture,"Jan 29, 2019",9,Non-WARN,,,4 - Workforce Investment Area IV,,1967,https://www.kansasworks.com/search/warn_lookups/1967
Gymboree,"Jan 15, 2019",8,Non-WARN,,,4 - Workforce Investment Area IV,,1968,https://www.kansasworks.com/search/warn_lookups/1968
Midwest Color Graphics,"Apr 03, 2019",,Non-WARN,,,5 - Workforce Investment Area V,,1971,https://www.kansasworks.com/search/warn_lookups/1971
Eagle Picher Technologies,"Apr 15, 2019",,Non-WARN,,,5 - Workforce Investment Area V,,1972,https://www.kansasworks.com/search/warn_lookups/1972
Grandview Products Company Inc.,"Apr 22, 2019",35,Non-WARN,,,5 - Workforce Investment Area V,,1973,https://www.kansasworks.com/search/warn_lookups/1973
