employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
Hawker Beechcraft,"Feb 06, 2012",23,WARN,,,4 - Workforce Investment Area IV,,1469,https://www.kansasworks.com/search/warn_lookups/1469
Boeing,"Feb 17, 2012",70,WARN,,,4 - Workforce Investment Area IV,,1470,https://www.kansasworks.com/search/warn_lookups/1470
Amcor,"Feb 22, 2012",53,WARN,,,3 - Workforce Investment Area III,,1471,https://www.kansasworks.com/search/warn_lookups/1471
Hospice Care of Kansas,"Feb 21, 2012",,Non-WARN,,,4 - Workforce Investment Area IV,,1472,https://www.kansasworks.com/search/warn_lookups/1472
Hawker Beechcraft,"Mar 02, 2012",25,WARN,,,4 - Workforce Investment Area IV,,1473,https://www.kansasworks.com/search/warn_lookups/1473
Hawker Beechcraft,"Mar 02, 2012",10,WARN,,,1 - Workforce Investment Area I,,1474,https://www.kansasworks.com/search/warn_lookups/1474
ICM,"Mar 01, 2012",5,Non-WARN,,,4 - Workforce Investment Area IV,,1475,https://www.kansasworks.com/search/warn_lookups/1475
Convergys,"Mar 07, 2012",,WARN,,,4 - Workforce Investment Area IV,,1476,https://www.kansasworks.com/search/warn_lookups/1476
American Red Cross,"Jun 08, 2012",4,Non-WARN,,,4 - Workforce Investment Area IV,,1500,https://www.kansasworks.com/search/warn_lookups/1500
Dilliards,"Mar 15, 2012",62,WARN,,,1 - Workforce Investment Area I,,1477,https://www.kansasworks.com/search/warn_lookups/1477
Dexter Care Center,"Mar 05, 2012",46,Non-WARN,,,4 - Workforce Investment Area IV,,1478,https://www.kansasworks.com/search/warn_lookups/1478
T-Mobile,"Mar 22, 2012",,WARN,,,3 - Workforce Investment Area III,,1479,https://www.kansasworks.com/search/warn_lookups/1479
Beef Products Inc.,"Mar 26, 2012",236,WARN,,,1 - Workforce Investment Area I,,1480,https://www.kansasworks.com/search/warn_lookups/1480
Hawker Beechcraft,"Mar 23, 2012",92,WARN,,,4 - Workforce Investment Area IV,,1481,https://www.kansasworks.com/search/warn_lookups/1481
Boeing,"Mar 23, 2012",7,WARN,,,4 - Workforce Investment Area IV,,1482,https://www.kansasworks.com/search/warn_lookups/1482
Rainbows United,"Feb 07, 2011",5,Non-WARN,,,4 - Workforce Investment Area IV,,1381,https://www.kansasworks.com/search/warn_lookups/1381
Day & Zimmerman,"Feb 21, 2011",95,WARN,,,5 - Workforce Investment Area V,,1371,https://www.kansasworks.com/search/warn_lookups/1371
Central Kansas Medical Center,"Jan 03, 2011",,WARN,,,1 - Workforce Investment Area I,,1373,https://www.kansasworks.com/search/warn_lookups/1373
Hawker Beechcraft,"Jan 07, 2011",40,WARN,,,4 - Workforce Investment Area IV,,1374,https://www.kansasworks.com/search/warn_lookups/1374
Hawker Beechcraft,"Jan 17, 2011",15,WARN,,,4 - Workforce Investment Area IV,,1375,https://www.kansasworks.com/search/warn_lookups/1375
Boeing,"Jan 21, 2011",14,WARN,,,4 - Workforce Investment Area IV,,1376,https://www.kansasworks.com/search/warn_lookups/1376
Wichita Eagle,"Jan 28, 2011",,Non-WARN,,,4 - Workforce Investment Area IV,,1377,https://www.kansasworks.com/search/warn_lookups/1377
GKN Aerospace Precision Machining,"Feb 04, 2011",10,Non-WARN,,,4 - Workforce Investment Area IV,,1378,https://www.kansasworks.com/search/warn_lookups/1378
White's Foodliner,"Feb 03, 2011",30,Non-WARN,,,4 - Workforce Investment Area IV,,1379,https://www.kansasworks.com/search/warn_lookups/1379
American Red Cross,"Feb 07, 2011",2,Non-WARN,,,4 - Workforce Investment Area IV,,1380,https://www.kansasworks.com/search/warn_lookups/1380
PCI,"Feb 10, 2011",,Non-WARN,,,5 - Workforce Investment Area V,,1382,https://www.kansasworks.com/search/warn_lookups/1382
Boeing,"Feb 18, 2011",11,WARN,,,4 - Workforce Investment Area IV,,1383,https://www.kansasworks.com/search/warn_lookups/1383
Borders Books,"Feb 17, 2011",22,Non-WARN,,,4 - Workforce Investment Area IV,,1384,https://www.kansasworks.com/search/warn_lookups/1384
"Liberty Homes, Inc.","Feb 24, 2011",69,WARN,,,1 - Workforce Investment Area I,,1385,https://www.kansasworks.com/search/warn_lookups/1385
Hawker Beechcraft,"Jun 30, 2011",168,WARN,,,1 - Workforce Investment Area I,,1415,https://www.kansasworks.com/search/warn_lookups/1415
Hardwood Manufacturing,"Feb 22, 2011",38,Non-WARN,,,1 - Workforce Investment Area I,,1386,https://www.kansasworks.com/search/warn_lookups/1386
Crestwood,"Feb 24, 2011",15,Non-WARN,,,1 - Workforce Investment Area I,,1387,https://www.kansasworks.com/search/warn_lookups/1387
Duckwall-Alco,"Jan 06, 2011",,Non-WARN,,,1 - Workforce Investment Area I,,1388,https://www.kansasworks.com/search/warn_lookups/1388
Ultimate Electronics,"Feb 07, 2011",20,Non-WARN,,,4 - Workforce Investment Area IV,,1389,https://www.kansasworks.com/search/warn_lookups/1389
Hawker Beechcraft,"Mar 29, 2011",95,WARN,,,4 - Workforce Investment Area IV,,1390,https://www.kansasworks.com/search/warn_lookups/1390
Aramark Education,"Apr 11, 2011",91,WARN,,,2 - Workforce Investment Area II,,1392,https://www.kansasworks.com/search/warn_lookups/1392
Hawker Beechcraft,"Apr 18, 2011",,WARN,,,1 - Workforce Investment Area I,,1393,https://www.kansasworks.com/search/warn_lookups/1393
Cessna,"Apr 15, 2011",30,WARN,,,4 - Workforce Investment Area IV,,1394,https://www.kansasworks.com/search/warn_lookups/1394
South Central Mental Health Counseling Center,"Apr 27, 2011",22,Non-WARN,,,4 - Workforce Investment Area IV,,1395,https://www.kansasworks.com/search/warn_lookups/1395
Hawker Beechcraft,"Apr 29, 2011",172,WARN,,,4 - Workforce Investment Area IV,,1396,https://www.kansasworks.com/search/warn_lookups/1396
Learjet,"Jan 18, 2010",40,Non-WARN,,,4 - Workforce Investment Area IV,,1267,https://www.kansasworks.com/search/warn_lookups/1267
"Grede Foundries, Inc.","Jan 07, 2010",91,WARN,,,4 - Workforce Investment Area IV,,1268,https://www.kansasworks.com/search/warn_lookups/1268
Hawker Beechcraft,"Jan 11, 2010",,WARN,,,4 - Workforce Investment Area IV,,1269,https://www.kansasworks.com/search/warn_lookups/1269
Boeing,"Jan 15, 2010",7,WARN,,,4 - Workforce Investment Area IV,,1270,https://www.kansasworks.com/search/warn_lookups/1270
Workforce Alliance of South Central Kansas,"Jan 15, 2010",6,Non-WARN,,,4 - Workforce Investment Area IV,,1271,https://www.kansasworks.com/search/warn_lookups/1271
Hawker Beechcraft,"Jan 25, 2010",15,WARN,,,4 - Workforce Investment Area IV,,1272,https://www.kansasworks.com/search/warn_lookups/1272
Cafe Cork & Canape,"Feb 01, 2010",,Non-WARN,,,4 - Workforce Investment Area IV,,1273,https://www.kansasworks.com/search/warn_lookups/1273
Boeing,"Feb 19, 2010",22,WARN,,,4 - Workforce Investment Area IV,,1281,https://www.kansasworks.com/search/warn_lookups/1281
Standard Motors,"Feb 22, 2010",12,Non-WARN,,,5 - Workforce Investment Area V,,1282,https://www.kansasworks.com/search/warn_lookups/1282
BlueCross BlueShield of Kansas City,"Feb 25, 2010",10,WARN,,,3 - Workforce Investment Area III,,1283,https://www.kansasworks.com/search/warn_lookups/1283
First State Bank & Trust,"Mar 15, 2010",6,Non-WARN,,,4 - Workforce Investment Area IV,,1284,https://www.kansasworks.com/search/warn_lookups/1284
Kaman Aerospace,"Mar 15, 2010",16,Non-WARN,,,4 - Workforce Investment Area IV,,1285,https://www.kansasworks.com/search/warn_lookups/1285
CT General Life Insurance Company,"Mar 15, 2010",100,WARN,,,5 - Workforce Investment Area V,,1286,https://www.kansasworks.com/search/warn_lookups/1286
Boeing,"Mar 19, 2010",,WARN,,,4 - Workforce Investment Area IV,,1287,https://www.kansasworks.com/search/warn_lookups/1287
Schuff Steel Midwest,"Mar 24, 2010",50,WARN,,,2 - Workforce Investment Area II,,1288,https://www.kansasworks.com/search/warn_lookups/1288
Cessna,"Mar 26, 2010",21,WARN,,,4 - Workforce Investment Area IV,,1289,https://www.kansasworks.com/search/warn_lookups/1289
Durham School Services,"Mar 24, 2010",818,WARN,,,4 - Workforce Investment Area IV,,1290,https://www.kansasworks.com/search/warn_lookups/1290
Hawker Beechcraft,"Apr 05, 2010",,WARN,,,4 - Workforce Investment Area IV,,1291,https://www.kansasworks.com/search/warn_lookups/1291
"NCO Customer Management, Inc.","Apr 06, 2010",60,WARN,,,3 - Workforce Investment Area III,,1292,https://www.kansasworks.com/search/warn_lookups/1292
TECT Aerospace,"Apr 15, 2010",5,Non-WARN,,,4 - Workforce Investment Area IV,,1293,https://www.kansasworks.com/search/warn_lookups/1293
Cessna Independence,"Mar 10, 2010",100,Non-WARN,,,5 - Workforce Investment Area V,,1294,https://www.kansasworks.com/search/warn_lookups/1294
Hawker Beechcraft,"Apr 15, 2010",,WARN,,,4 - Workforce Investment Area IV,,1295,https://www.kansasworks.com/search/warn_lookups/1295
Boeing,"Apr 16, 2010",42,WARN,,,4 - Workforce Investment Area IV,,1296,https://www.kansasworks.com/search/warn_lookups/1296
Hawker Beechcraft,"Apr 19, 2010",64,WARN,,,4 - Workforce Investment Area IV,,1297,https://www.kansasworks.com/search/warn_lookups/1297
Idaho Timber,"Apr 16, 2010",7,Non-WARN,,,1 - Workforce Investment Area I,,1298,https://www.kansasworks.com/search/warn_lookups/1298
Mid-Continent Instruments,"Jan 06, 2009",13,Non-WARN,,,4 - Workforce Investment Area IV,,1050,https://www.kansasworks.com/search/warn_lookups/1050
Sonaca NMF,"Jan 08, 2009",8,Non-WARN,,,4 - Workforce Investment Area IV,,1051,https://www.kansasworks.com/search/warn_lookups/1051
Atlas Aerospace,"Jan 09, 2009",35,Non-WARN,,,4 - Workforce Investment Area IV,,1052,https://www.kansasworks.com/search/warn_lookups/1052
Senior Aerospace,"Jan 09, 2009",25,Non-WARN,,,4 - Workforce Investment Area IV,,1053,https://www.kansasworks.com/search/warn_lookups/1053
Rubbermaid,"Jan 12, 2009",75,Non-WARN,,,4 - Workforce Investment Area IV,,1054,https://www.kansasworks.com/search/warn_lookups/1054
LSI Corp,"Jan 13, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1060,https://www.kansasworks.com/search/warn_lookups/1060
Unilever Food Solutions,"Jan 22, 2009",60,WARN,,,4 - Workforce Investment Area IV,,1061,https://www.kansasworks.com/search/warn_lookups/1061
Central Kansas Medical Center,"Jan 07, 2009",37,Non-WARN,,,1 - Workforce Investment Area I,,1062,https://www.kansasworks.com/search/warn_lookups/1062
Boeing,"Jan 19, 2009",22,WARN,,,4 - Workforce Investment Area IV,,1063,https://www.kansasworks.com/search/warn_lookups/1063
Springhouse Foods,"Jan 20, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1064,https://www.kansasworks.com/search/warn_lookups/1064
PPI (Precision Pattern Interiors) DeCrane Aerospac,"Jan 21, 2009",83,Non-WARN,,,4 - Workforce Investment Area IV,,1065,https://www.kansasworks.com/search/warn_lookups/1065
Cessna,"Jan 29, 2009",2800,WARN,,,4 - Workforce Investment Area IV,,1066,https://www.kansasworks.com/search/warn_lookups/1066
Center Industries,"Jan 30, 2009",101,Non-WARN,,,4 - Workforce Investment Area IV,,1067,https://www.kansasworks.com/search/warn_lookups/1067
Accenture,"Jan 28, 2009",,WARN,,,4 - Workforce Investment Area IV,,1068,https://www.kansasworks.com/search/warn_lookups/1068
Sprint Nextel,"Feb 03, 2009",176,WARN,,,3 - Workforce Investment Area III,,1070,https://www.kansasworks.com/search/warn_lookups/1070
Hawker Beechcraft,"Feb 06, 2009",1500,WARN,,,4 - Workforce Investment Area IV,,1071,https://www.kansasworks.com/search/warn_lookups/1071
DCCCA - Women's Recovery Center,"Jan 22, 2009",24,Non-WARN,,,1 - Workforce Investment Area I,,1072,https://www.kansasworks.com/search/warn_lookups/1072
Enersys,"Jan 30, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1103,https://www.kansasworks.com/search/warn_lookups/1103
Premier Pneumatics,"Jan 21, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1073,https://www.kansasworks.com/search/warn_lookups/1073
Learjet,"Feb 06, 2009",140,Non-WARN,,,4 - Workforce Investment Area IV,,1074,https://www.kansasworks.com/search/warn_lookups/1074
Hawker Beechcraft,"Feb 06, 2009",264,WARN,,,1 - Workforce Investment Area I,,1075,https://www.kansasworks.com/search/warn_lookups/1075
Circuit City,"Jan 16, 2009",40,Non-WARN,,,4 - Workforce Investment Area IV,,1077,https://www.kansasworks.com/search/warn_lookups/1077
GKN Aerospace Precision Machining,"Feb 13, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1078,https://www.kansasworks.com/search/warn_lookups/1078
Winfield Correctional Facility,"Feb 11, 2009",11,Non-WARN,,,4 - Workforce Investment Area IV,,1079,https://www.kansasworks.com/search/warn_lookups/1079
Senior Aerospace,"Feb 17, 2009",38,Non-WARN,,,4 - Workforce Investment Area IV,,1080,https://www.kansasworks.com/search/warn_lookups/1080
Mid Continent Instruments,"Feb 16, 2009",14,Non-WARN,,,4 - Workforce Investment Area IV,,1081,https://www.kansasworks.com/search/warn_lookups/1081
Mirror Inc,"Feb 12, 2009",15,Non-WARN,,,4 - Workforce Investment Area IV,,1082,https://www.kansasworks.com/search/warn_lookups/1082
Aero-Tech Engineering Inc,"Feb 11, 2009",43,Non-WARN,,,4 - Workforce Investment Area IV,,1083,https://www.kansasworks.com/search/warn_lookups/1083
Sonaca NMF,"Feb 17, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1084,https://www.kansasworks.com/search/warn_lookups/1084
Westland Corporation,"Jan 23, 2009",9,Non-WARN,,,4 - Workforce Investment Area IV,,1085,https://www.kansasworks.com/search/warn_lookups/1085
Cessna,"Feb 26, 2009",680,WARN,,,4 - Workforce Investment Area IV,,1086,https://www.kansasworks.com/search/warn_lookups/1086
Boeing,"Feb 24, 2009",30,WARN,,,4 - Workforce Investment Area IV,,1087,https://www.kansasworks.com/search/warn_lookups/1087
Harlow Aerostructures,"Feb 26, 2009",28,Non-WARN,,,4 - Workforce Investment Area IV,,1088,https://www.kansasworks.com/search/warn_lookups/1088
Center Industries,"Mar 03, 2009",40,Non-WARN,,,4 - Workforce Investment Area IV,,1089,https://www.kansasworks.com/search/warn_lookups/1089
Greenbush,"Feb 19, 2009",4,Non-WARN,El Dorado,67042,4 - Workforce Investment Area IV,"El Dorado Correctional Facility, 1737 SE Hwy 54; El Dorado, Kansas 67042",1090,https://www.kansasworks.com/search/warn_lookups/1090
AGCO,"Feb 26, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1091,https://www.kansasworks.com/search/warn_lookups/1091
West Kansas Dairy of Coolidge,"Feb 18, 2009",0,Non-WARN,,,1 - Workforce Investment Area I,,1092,https://www.kansasworks.com/search/warn_lookups/1092
Johnson Controls,"Feb 25, 2009",21,Non-WARN,,,4 - Workforce Investment Area IV,,1093,https://www.kansasworks.com/search/warn_lookups/1093
Wichita Eagle,"Mar 09, 2009",21,Non-WARN,,,4 - Workforce Investment Area IV,,1094,https://www.kansasworks.com/search/warn_lookups/1094
Sears Holdings,"Feb 26, 2009",,WARN,,,3 - Workforce Investment Area III,,1095,https://www.kansasworks.com/search/warn_lookups/1095
Anderson Services/Prologix,"Feb 24, 2009",155,WARN,,,3 - Workforce Investment Area III,,1096,https://www.kansasworks.com/search/warn_lookups/1096
Manufacturing Solutions,"Feb 18, 2009",10,Non-WARN,,,1 - Workforce Investment Area I,,1097,https://www.kansasworks.com/search/warn_lookups/1097
Great Bend Industries,"Jan 28, 2009",29,Non-WARN,,,1 - Workforce Investment Area I,,1098,https://www.kansasworks.com/search/warn_lookups/1098
Lowen,"Feb 04, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1099,https://www.kansasworks.com/search/warn_lookups/1099
Doonan Specialities,"Feb 03, 2009",35,Non-WARN,,,1 - Workforce Investment Area I,,1100,https://www.kansasworks.com/search/warn_lookups/1100
Pawnee Mental Health,"Jan 21, 2009",5,Non-WARN,,,1 - Workforce Investment Area I,,1101,https://www.kansasworks.com/search/warn_lookups/1101
KMW Loaders,"Jan 27, 2009",38,Non-WARN,,,1 - Workforce Investment Area I,,1102,https://www.kansasworks.com/search/warn_lookups/1102
Natoma,"Jan 28, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1104,https://www.kansasworks.com/search/warn_lookups/1104
New Age Industrial Corp Inc,"Jan 30, 2009",18,Non-WARN,,,1 - Workforce Investment Area I,,1105,https://www.kansasworks.com/search/warn_lookups/1105
Western Well,"Feb 17, 2009",10,Non-WARN,,,1 - Workforce Investment Area I,,1106,https://www.kansasworks.com/search/warn_lookups/1106
Fuller Brush,"Jan 23, 2009",10,Non-WARN,,,1 - Workforce Investment Area I,,1107,https://www.kansasworks.com/search/warn_lookups/1107
Cross Mfg,"Mar 05, 2009",10,Non-WARN,,,1 - Workforce Investment Area I,,1108,https://www.kansasworks.com/search/warn_lookups/1108
Unilever Food Solutions,"Mar 04, 2009",110,WARN,,,4 - Workforce Investment Area IV,,1109,https://www.kansasworks.com/search/warn_lookups/1109
ICM,"Mar 06, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1110,https://www.kansasworks.com/search/warn_lookups/1110
Metal Fab,"Mar 12, 2009",27,Non-WARN,,,4 - Workforce Investment Area IV,,1111,https://www.kansasworks.com/search/warn_lookups/1111
PCI Newco DeCrane Aerospace,"Jan 19, 2009",71,Non-WARN,,,4 - Workforce Investment Area IV,,1112,https://www.kansasworks.com/search/warn_lookups/1112
Sportsman's Warehouse,"Mar 11, 2009",45,WARN,,,4 - Workforce Investment Area IV,,1114,https://www.kansasworks.com/search/warn_lookups/1114
Atlas Aerospace,"Apr 01, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1115,https://www.kansasworks.com/search/warn_lookups/1115
Mirror Inc.,"Feb 20, 2009",9,Non-WARN,Ellsworth,67439,1 - Workforce Investment Area I,"1607 State; Ellsworth, Kansas 67439",1116,https://www.kansasworks.com/search/warn_lookups/1116
Martin Machine,"Mar 05, 2009",7,Non-WARN,,,1 - Workforce Investment Area I,,1117,https://www.kansasworks.com/search/warn_lookups/1117
Hoelscher,"Mar 09, 2009",8,Non-WARN,,,1 - Workforce Investment Area I,,1118,https://www.kansasworks.com/search/warn_lookups/1118
Kansas Soldier's Home,"Feb 25, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1119,https://www.kansasworks.com/search/warn_lookups/1119
Wichita State University,"Mar 16, 2009",4,Non-WARN,,,4 - Workforce Investment Area IV,,1120,https://www.kansasworks.com/search/warn_lookups/1120
"CDG Management, LLC","Mar 17, 2009",29,WARN,,,2 - Workforce Investment Area II,,1121,https://www.kansasworks.com/search/warn_lookups/1121
Pawnee Mental Health,"Jan 08, 2009",28,Non-WARN,,,2 - Workforce Investment Area II,,1122,https://www.kansasworks.com/search/warn_lookups/1122
Mirror Inc,"Feb 05, 2009",,Non-WARN,,,2 - Workforce Investment Area II,,1123,https://www.kansasworks.com/search/warn_lookups/1123
Teledyne Controls,"Mar 20, 2009",10,Non-WARN,,,4 - Workforce Investment Area IV,,1124,https://www.kansasworks.com/search/warn_lookups/1124
Center Industries,"Apr 03, 2009",100,Non-WARN,,,4 - Workforce Investment Area IV,,1125,https://www.kansasworks.com/search/warn_lookups/1125
HESS Services,"Mar 06, 2009",20,Non-WARN,,,1 - Workforce Investment Area I,,1126,https://www.kansasworks.com/search/warn_lookups/1126
Soldier Home,"Feb 26, 2009",6,Non-WARN,,,1 - Workforce Investment Area I,,1127,https://www.kansasworks.com/search/warn_lookups/1127
Kansas Dept. Corrections - Stockton,"Feb 19, 2009",9,Non-WARN,,,1 - Workforce Investment Area I,,1128,https://www.kansasworks.com/search/warn_lookups/1128
TSW,"Mar 13, 2009",14,Non-WARN,,,1 - Workforce Investment Area I,,1129,https://www.kansasworks.com/search/warn_lookups/1129
Exline,"Mar 13, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1130,https://www.kansasworks.com/search/warn_lookups/1130
Cross Mfg,"Mar 23, 2009",12,Non-WARN,,,1 - Workforce Investment Area I,,1131,https://www.kansasworks.com/search/warn_lookups/1131
Sprint,"Mar 20, 2009",116,WARN,,,3 - Workforce Investment Area III,,1132,https://www.kansasworks.com/search/warn_lookups/1132
Boeing,"Mar 23, 2009",35,WARN,,,4 - Workforce Investment Area IV,,1133,https://www.kansasworks.com/search/warn_lookups/1133
Empire Today,"Mar 25, 2009",100,Non-WARN,,,2 - Workforce Investment Area II,,1134,https://www.kansasworks.com/search/warn_lookups/1134
Goodyear Tire & Rubber Plant,"Mar 04, 2009",225,Non-WARN,,,2 - Workforce Investment Area II,,1135,https://www.kansasworks.com/search/warn_lookups/1135
Durham School Services,"Mar 28, 2009",,WARN,,,3 - Workforce Investment Area III,,1136,https://www.kansasworks.com/search/warn_lookups/1136
Sun Microsystems,"Mar 30, 2009",15,WARN,Overland Park,66210,3 - Workforce Investment Area III,"7500 College Blvd; Overland Park, Kansas 66210",1137,https://www.kansasworks.com/search/warn_lookups/1137
"Empire Today, LLC","Mar 17, 2009",105,WARN,Northlake,60164,2 - Workforce Investment Area II,"333 Northwest Avenue; Northlake, Illinois 60164",1138,https://www.kansasworks.com/search/warn_lookups/1138
Learjet / Bombardier,"Apr 07, 2009",305,Non-WARN,,,4 - Workforce Investment Area IV,,1139,https://www.kansasworks.com/search/warn_lookups/1139
CNH America LLC,"Apr 03, 2009",,WARN,,,4 - Workforce Investment Area IV,,1140,https://www.kansasworks.com/search/warn_lookups/1140
International Paper,"Apr 03, 2009",76,WARN,,,3 - Workforce Investment Area III,,1141,https://www.kansasworks.com/search/warn_lookups/1141
Snorkel International Inc.,"Apr 10, 2009",16,WARN,,,2 - Workforce Investment Area II,,1142,https://www.kansasworks.com/search/warn_lookups/1142
Aerospace Systems & Coponents,"Apr 15, 2009",7,Non-WARN,,,4 - Workforce Investment Area IV,,1143,https://www.kansasworks.com/search/warn_lookups/1143
Nordam Group,"Apr 14, 2009",,WARN,,,4 - Workforce Investment Area IV,,1144,https://www.kansasworks.com/search/warn_lookups/1144
Senior Aerospace,"Apr 21, 2009",33,Non-WARN,,,4 - Workforce Investment Area IV,,1145,https://www.kansasworks.com/search/warn_lookups/1145
Nordam Group,"Apr 20, 2009",101,WARN,,,4 - Workforce Investment Area IV,,1146,https://www.kansasworks.com/search/warn_lookups/1146
Boeing,"Apr 20, 2009",36,WARN,,,4 - Workforce Investment Area IV,,1147,https://www.kansasworks.com/search/warn_lookups/1147
Atlantic Southeast Airlines,"Apr 21, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1148,https://www.kansasworks.com/search/warn_lookups/1148
Great Southern Bank,"Apr 21, 2009",77,WARN,,,5 - Workforce Investment Area V,,1149,https://www.kansasworks.com/search/warn_lookups/1149
PPI (Precision Pattern Interiors),"Apr 23, 2009",93,Non-WARN,,,4 - Workforce Investment Area IV,,1150,https://www.kansasworks.com/search/warn_lookups/1150
Super 8,"Apr 24, 2009",8,Non-WARN,,,1 - Workforce Investment Area I,,1151,https://www.kansasworks.com/search/warn_lookups/1151
St. Francis,"Apr 20, 2009",6,Non-WARN,,,1 - Workforce Investment Area I,,1152,https://www.kansasworks.com/search/warn_lookups/1152
Sonoko,"Apr 24, 2009",3,Non-WARN,,,1 - Workforce Investment Area I,,1153,https://www.kansasworks.com/search/warn_lookups/1153
PCI Newco,"Apr 30, 2009",25,Non-WARN,,,4 - Workforce Investment Area IV,,1154,https://www.kansasworks.com/search/warn_lookups/1154
Cessna,"Apr 29, 2009",,WARN,,,4 - Workforce Investment Area IV,,1155,https://www.kansasworks.com/search/warn_lookups/1155
Staples,"Apr 29, 2009",102,WARN,,,3 - Workforce Investment Area III,,1156,https://www.kansasworks.com/search/warn_lookups/1156
"Grede Foundries, Inc.","May 04, 2009",87,WARN,,,4 - Workforce Investment Area IV,,1157,https://www.kansasworks.com/search/warn_lookups/1157
Aero-Tech Engineering,"May 12, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1158,https://www.kansasworks.com/search/warn_lookups/1158
Great Bend Packing Plant,"May 08, 2009",227,WARN,,,1 - Workforce Investment Area I,,1159,https://www.kansasworks.com/search/warn_lookups/1159
Adronics/Elrob Manufacturing Inc.,"May 05, 2009",180,WARN,,,1 - Workforce Investment Area I,,1160,https://www.kansasworks.com/search/warn_lookups/1160
Schuff Steel,"May 06, 2009",25,Non-WARN,,,2 - Workforce Investment Area II,,1161,https://www.kansasworks.com/search/warn_lookups/1161
Hawker Beechcraft Corp,"May 19, 2009",,WARN,,,4 - Workforce Investment Area IV,,1163,https://www.kansasworks.com/search/warn_lookups/1163
Senior Aerospace,"May 18, 2009",14,Non-WARN,,,4 - Workforce Investment Area IV,,1164,https://www.kansasworks.com/search/warn_lookups/1164
KSU Extension Office -Newton,"May 07, 2009",1,Non-WARN,,,1 - Workforce Investment Area I,,1165,https://www.kansasworks.com/search/warn_lookups/1165
AGCO Corporation,"May 13, 2009",8,Non-WARN,,,1 - Workforce Investment Area I,,1166,https://www.kansasworks.com/search/warn_lookups/1166
Johnson Controls,"May 28, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1167,https://www.kansasworks.com/search/warn_lookups/1167
Boeing,"May 21, 2009",41,WARN,,,4 - Workforce Investment Area IV,,1169,https://www.kansasworks.com/search/warn_lookups/1169
TECT Aerospace,"May 27, 2009",30,Non-WARN,,,4 - Workforce Investment Area IV,,1170,https://www.kansasworks.com/search/warn_lookups/1170
DCCCA,"May 28, 2009",40,Non-WARN,,,4 - Workforce Investment Area IV,,1171,https://www.kansasworks.com/search/warn_lookups/1171
DCCCA,"May 28, 2009",,Non-WARN,,,4 - Workforce Investment Area IV,,1172,https://www.kansasworks.com/search/warn_lookups/1172
Cessna,"Jun 05, 2009",700,WARN,,,4 - Workforce Investment Area IV,,1173,https://www.kansasworks.com/search/warn_lookups/1173
Greenbush,"May 20, 2009",3,Non-WARN,Winfield,67156,4 - Workforce Investment Area IV,"Winfield Correctional Facility, 1806 Pinecrest Cir; Winfield, Kansas 67156",1174,https://www.kansasworks.com/search/warn_lookups/1174
Rubbermaid,"May 29, 2009",330,Non-WARN,,,4 - Workforce Investment Area IV,,1175,https://www.kansasworks.com/search/warn_lookups/1175
InterCall,"Jun 09, 2009",,WARN,,,3 - Workforce Investment Area III,,1176,https://www.kansasworks.com/search/warn_lookups/1176
Kansas Historical Society,"May 11, 2009",6,Non-WARN,,,2 - Workforce Investment Area II,,1177,https://www.kansasworks.com/search/warn_lookups/1177
Cessna,"Jun 19, 2009",850,WARN,,,4 - Workforce Investment Area IV,,1178,https://www.kansasworks.com/search/warn_lookups/1178
St. Joseph Memorial Hospital,"Jun 15, 2009",70,WARN,,,1 - Workforce Investment Area I,,1179,https://www.kansasworks.com/search/warn_lookups/1179
Kansas Health Policy Authority,"Mar 26, 2009",13,Non-WARN,,,2 - Workforce Investment Area II,,1180,https://www.kansasworks.com/search/warn_lookups/1180
GKN Aerospace Precision Machining,"Jun 18, 2009",12,Non-WARN,,,4 - Workforce Investment Area IV,,1182,https://www.kansasworks.com/search/warn_lookups/1182
WEAR Technology,"May 19, 2009",6,Non-WARN,,,1 - Workforce Investment Area I,,1184,https://www.kansasworks.com/search/warn_lookups/1184
Addleman Drug Store,"May 11, 2009",,Non-WARN,,,1 - Workforce Investment Area I,,1185,https://www.kansasworks.com/search/warn_lookups/1185
Greenbush,"Feb 19, 2009",5,Non-WARN,,,1 - Workforce Investment Area I,,1186,https://www.kansasworks.com/search/warn_lookups/1186
Palmer Mfg,"May 15, 2009",15,Non-WARN,,,1 - Workforce Investment Area I,,1187,https://www.kansasworks.com/search/warn_lookups/1187
